name,region_id,jumps_to_jita,security
2-KF56,Deklein,27,-0.83
VFK-IV,Deklein,27,-0.85
2R-CRW,Deklein,26,-0.88
CCP-US,Deklein,25,-0.94
II-5O9,Deklein,28,-0.69
I30-3A,Deklein,28,-0.85
2O9G-D,Deklein,29,-0.81
NC-N3F,Deklein,30,-0.69
JU-OWQ,Deklein,30,-0.82
S-DN5M,Deklein,31,-0.85
MXX5-9,Deklein,31,-0.77
ZZZR-5,Deklein,32,-0.75
C7Y-7Z,Deklein,29,-0.68
X-Z4DA,Deklein,30,-0.42
3OAT-Q,Deklein,31,-0.35
N-TFXK,Deklein,32,-0.48
33RB-O,Deklein,31,-0.28
DKUK-G,Deklein,31,-0.36
3QE-9Q,Deklein,31,-0.77
E-FIC0,Deklein,32,-0.73
ZOYW-O,Deklein,30,-0.82
85-B52,Deklein,33,-0.77
YZ-UKA,Deklein,33,-0.75
RO0-AF,Deklein,29,-0.84
5W3-DG,Deklein,28,-0.78
LT-DRO,Deklein,27,-0.73
7T6P-C,Deklein,29,-0.64
8S28-3,Deklein,26,-0.67
E3UY-6,Deklein,27,-0.61
LEK-N5,Deklein,28,-0.56
AGG-NR,Deklein,29,-0.56
0V0R-R,Deklein,29,-0.58
O-2RNZ,Deklein,30,-0.51
OWXT-5,Deklein,29,-0.56
3JN9-Q,Deklein,31,-0.50
3T7-M8,Deklein,30,-0.59
WUZ-WM,Deklein,31,-0.53
MZ1E-P,Deklein,31,-0.64
43B-O1,Deklein,32,-0.50
J1AU-9,Deklein,32,-0.73
X3-PBC,Deklein,33,-0.77
4N-BUI,Deklein,32,-0.52
N2IS-B,Deklein,31,-0.60
XCBK-X,Deklein,33,-0.48
GY5-26,Deklein,33,-0.54
VPLL-N,Deklein,32,-0.49
9CK-KZ,Deklein,33,-0.51
5S-KXA,Deklein,33,-0.53
U-TJ7Y,Deklein,34,-0.73
A4L-A2,Deklein,35,-0.82
CZDJ-1,Deklein,36,-0.95
RG9-7U,Deklein,37,-0.98
UJY-HE,Deklein,36,-1.00
UEJX-G,Deklein,36,-0.79
Tzvi,Devoid,17,0.28
Raa,Devoid,18,0.31
Sifilar,Devoid,17,0.26
Arzad,Devoid,16,0.22
Oyeman,Devoid,18,0.22
Ezzara,Devoid,15,0.18
Odin,Devoid,18,0.61
Esescama,Devoid,17,0.61
Choonka,Devoid,17,0.65
Thasinaz,Devoid,18,0.64
Dihra,Devoid,18,0.59
Dital,Devoid,18,0.48
Eredan,Devoid,16,0.70
Ohide,Devoid,17,0.57
Sasoutikh,Devoid,18,0.59
Gheth,Devoid,18,0.60
Lisudeh,Devoid,15,0.76
Mehatoor,Devoid,17,0.66
Roushzar,Devoid,15,0.37
Labapi,Devoid,16,0.38
Arayar,Devoid,15,0.39
Asghed,Devoid,15,0.36
Tararan,Devoid,15,0.33
Sosan,Devoid,16,0.34
Halmah,Devoid,14,0.45
Rahadalon,Devoid,19,0.39
Soosat,Devoid,20,0.34
Ibash,Devoid,21,0.22
Itsyamil,Devoid,20,0.25
Mendori,Devoid,18,0.54
Ussad,Devoid,22,0.16
Nakatre,Devoid,17,0.58
Laddiaha,Devoid,17,0.72
Hakshma,Devoid,17,0.56
Uadelah,Devoid,16,0.83
Akes,Devoid,16,0.81
Riavayed,Devoid,16,0.65
Hati,Devoid,15,0.85
Naeel,Devoid,18,0.58
Lower Debyl,Devoid,18,0.60
Ehnoum,Devoid,19,0.57
Upper Debyl,Devoid,18,0.70
Shastal,Devoid,18,0.50
Thakala,Devoid,19,0.35
Mili,Devoid,13,0.56
Faktun,Devoid,12,0.63
Halenan,Devoid,12,0.64
Ulerah,Devoid,11,0.68
Uktiad,Devoid,11,0.56
Nidebora,Devoid,10,0.81
Arveyil,Devoid,10,0.53
Palpis,Devoid,9,0.50
Arnatele,Everyshore,14,0.62
Halle,Everyshore,14,0.73
Mormoen,Everyshore,15,0.72
Amattens,Everyshore,14,0.59
Jurlesel,Everyshore,14,0.60
Bereye,Everyshore,13,0.69
Aice,Everyshore,14,0.69
Junsoraert,Everyshore,15,0.52
Harerget,Everyshore,13,0.83
Azer,Everyshore,14,0.66
Cherore,Everyshore,14,0.70
Torvi,Everyshore,15,0.53
Mosson,Everyshore,15,0.66
Mya,Everyshore,16,0.37
Gerper,Everyshore,17,0.35
Marosier,Everyshore,15,0.60
Lirsautton,Everyshore,14,0.84
Blameston,Everyshore,14,0.95
Vaurent,Everyshore,16,0.58
Aclan,Everyshore,16,0.51
Jaschercis,Everyshore,15,0.61
Ardallabier,Everyshore,15,0.71
Athinard,Everyshore,13,0.97
Meves,Everyshore,13,0.98
Ethernity,Everyshore,13,0.94
Mattere,Everyshore,12,0.95
Gicodel,Everyshore,13,0.86
Frarolle,Everyshore,14,0.79
Quier,Everyshore,15,0.73
Atlanins,Everyshore,15,0.63
Leremblompes,Everyshore,14,0.65
Bille,Everyshore,15,0.52
Colcer,Everyshore,15,0.85
Alachene,Everyshore,16,0.34
Uphene,Everyshore,15,0.58
Elarel,Everyshore,16,0.39
Enedore,Everyshore,15,0.65
Angymonne,Everyshore,15,0.56
Averon,Everyshore,14,0.58
Carirgnottin,Everyshore,13,0.62
Laic,Everyshore,16,0.79
Odixie,Everyshore,14,0.55
Antollare,Everyshore,16,0.69
Tolle,Everyshore,12,0.71
Avele,Everyshore,15,0.71
Scuelazyns,Everyshore,14,0.64
Aydoteaux,Everyshore,13,0.68
Muer,Everyshore,15,0.58
Groothese,Everyshore,17,0.27
Olide,Everyshore,18,0.74
Adeel,Everyshore,19,0.35
Mannar,Everyshore,18,0.29
Mormelot,Everyshore,19,0.23
Angatalie,Everyshore,17,0.16
Lamaa,The Bleak Lands,16,0.36
Tuomuta,The Bleak Lands,15,0.45
Otelen,The Bleak Lands,13,0.78
Kuomi,The Bleak Lands,14,0.57
Huola,The Bleak Lands,14,0.37
Kourmonen,The Bleak Lands,15,0.36
Kamela,The Bleak Lands,16,0.44
Sosala,The Bleak Lands,15,0.42
Anka,The Bleak Lands,16,0.41
Iesa,The Bleak Lands,16,0.41
Netsalakka,The Bleak Lands,15,0.48
Sasiekko,The Bleak Lands,14,0.54
Myyhera,The Bleak Lands,15,0.48
Gammel,The Bleak Lands,16,0.47
Uusanen,The Bleak Lands,16,0.40
Erkinen,The Bleak Lands,17,0.59
Saikamon,The Bleak Lands,16,0.41
Jarkkolen,The Bleak Lands,16,0.82
Ronne,The Bleak Lands,17,0.72
Hatori,The Bleak Lands,18,0.57
Junsen,The Bleak Lands,17,0.81
Malpara,The Bleak Lands,19,0.47
Hakodan,The Bleak Lands,18,0.73
Sahtogas,The Bleak Lands,17,0.28
Haras,The Bleak Lands,18,0.28
Oyonata,The Bleak Lands,17,0.26
Kurniainen,The Bleak Lands,17,0.11
Saidusairos,The Bleak Lands,18,0.10
Tannakan,The Bleak Lands,17,0.25
Komaa,The Bleak Lands,18,0.56
Ayeroilen,The Bleak Lands,19,0.45
Imata,The Bleak Lands,20,0.49
Furskeshin,The Bleak Lands,21,0.61
Kurmaru,The Bleak Lands,19,0.62
Satalama,The Bleak Lands,22,0.66
VYJ-DA,Esoteria,52,-0.07
HHQ-M1,Esoteria,53,-0.11
A-CJGE,Esoteria,54,-0.18
G2-INZ,Esoteria,55,-0.11
WAC-HW,Esoteria,55,-0.33
HT4K-M,Esoteria,53,-0.13
RBW-8G,Esoteria,56,-0.51
4-OUKF,Esoteria,53,-0.28
HAJ-DQ,Esoteria,54,-0.36
JAUD-V,Esoteria,52,-0.17
DTX8-M,Esoteria,51,-0.27
C9N-CC,Esoteria,50,-0.31
X-7BIX,Esoteria,49,-0.28
5-9UXZ,Esoteria,50,-0.28
Q0OH-V,Esoteria,50,-0.25
C-VZAK,Esoteria,57,-0.53
0-O6XF,Esoteria,58,-0.62
D-FVI7,Esoteria,59,-0.81
VL7-60,Esoteria,59,-0.55
NH-R5B,Esoteria,59,-0.48
FN-GFQ,Esoteria,60,-0.37
XKZ8-H,Esoteria,51,-0.34
WX-6UX,Esoteria,52,-0.73
BZ-0GW,Esoteria,53,-0.84
16P-PX,Esoteria,53,-0.72
CR-0E5,Esoteria,53,-0.62
Z-Y9C3,Esoteria,52,-0.64
A1-AUH,Esoteria,51,-0.21
F-UVBV,Esoteria,52,-0.16
R-FM0G,Esoteria,53,-0.15
TEIZ-C,Esoteria,53,-0.13
VUAC-Y,Esoteria,52,-0.31
V-XANH,Esoteria,53,-0.25
450I-W,Esoteria,53,-0.42
OIOM-Y,Esoteria,54,-0.14
G-YZUX,Esoteria,52,-0.32
CZ6U-1,Esoteria,53,-0.35
D-PNP9,Esoteria,53,-0.57
E1UU-3,Esoteria,54,-0.68
P-3XVV,Esoteria,53,-0.19
BY-MSY,Esoteria,55,-0.86
6EK-BV,Esoteria,54,-0.39
IR-FDV,Esoteria,55,-0.02
NIZJ-0,Esoteria,56,-0.04
J-RVGD,Esoteria,57,-0.04
V1ZC-S,Esoteria,57,-0.06
H-T40Z,Esoteria,58,-0.06
6-TYRX,Esoteria,56,-0.01
Q1-R7K,Esoteria,57,-0.01
111-F1,Esoteria,58,-0.10
JD-TYH,Esoteria,54,-0.11
02V-BK,Esoteria,53,-0.16
A5MT-B,Esoteria,55,-0.11
R-ARKN,Esoteria,52,-0.25
SN9S-N,Esoteria,55,-0.06
MS2-V8,Esoteria,53,-0.21
Z-MO29,Esoteria,56,-0.04
G-JC9R,Esoteria,57,-0.03
DIBH-Q,Esoteria,58,-0.04
DNEP-Y,Esoteria,57,-0.08
YAP-TN,Esoteria,59,-0.04
PE-H02,Esoteria,58,-0.05
H-YHYM,Esoteria,59,-0.03
G-4H4C,Esoteria,60,-0.06
HHE5-L,Esoteria,60,-0.12
P9F-ZG,Esoteria,54,-0.29
QFGB-E,Esoteria,55,-0.49
7P-J38,Esoteria,56,-0.58
WT-2J9,Esoteria,56,-0.78
PK-PHZ,Esoteria,55,-0.30
L-M6JK,Esoteria,56,-0.35
C-PEWN,Esoteria,57,-1.00
DL-CDY,Esoteria,54,-0.11
29YH-V,Esoteria,55,-0.25
LG-RO2,Esoteria,56,-0.48
X-HISR,Esoteria,55,-0.25
QS-530,Esoteria,56,-0.56
VR-YRV,Esoteria,56,-0.63
IPX-H5,Esoteria,57,-0.91
KSM-1T,Esoteria,58,-0.22
YRV-MZ,Esoteria,59,-0.22
6SB-BN,Esoteria,59,-0.49
B1D-KU,Esoteria,60,-0.39
QFIU-K,Esoteria,60,-0.36
2R-KLH,Esoteria,60,-0.61
QB-AE6,Oasa,,-0.12
G-W1ND,Oasa,,-0.15
MZLW-9,Oasa,,-0.10
ND-X7X,Oasa,,-0.12
DGDT-3,Oasa,,-0.18
2-WNTD,Oasa,,-0.08
83-YGI,Oasa,,-0.20
KH-EWC,Oasa,,-0.10
3VL6-I,Oasa,,-0.04
F-816R,Oasa,,-0.09
DS3-6A,Oasa,,-0.15
V0-H4L,Oasa,,-0.16
T-HMWP,Oasa,,-0.22
DYS-CG,Oasa,,-0.34
MTGF-2,Oasa,,-0.22
0-QP56,Oasa,,-0.21
GTQ-C9,Oasa,,-0.22
M-NWLB,Oasa,,-0.34
ORB4-J,Oasa,,-0.20
GGMF-J,Oasa,,-0.29
IG-4OF,Oasa,,-0.40
LQQH-J,Oasa,,-0.45
W5-VBR,Oasa,,-0.40
J-D5U7,Oasa,,-0.28
Y-770C,Oasa,,-0.55
X-Z4JW,Oasa,,-0.23
R8WV-7,Oasa,,-0.43
6U-MFQ,Oasa,,-0.59
1EO-OE,Oasa,,-0.67
YQTK-R,Oasa,,-0.65
FZCR-3,Oasa,,-0.50
5-9L3H,Oasa,,-0.69
1-HDQ4,Oasa,,-0.73
WVMS-X,Oasa,,-0.67
7-UVMT,Oasa,,-0.62
R-ZESX,Oasa,,-0.60
IO-R2S,Oasa,,-0.61
HF-K3O,Oasa,,-0.68
QE2-FS,Oasa,,-0.63
Q-ITV5,Oasa,,-0.49
5JEZ-I,Oasa,,-0.33
XEF6-Z,Oasa,,-0.38
SON-TW,Oasa,,-0.43
V-X0KM,Oasa,,-0.35
U9SE-N,Oasa,,-0.29
XXZ-3W,Oasa,,-0.82
RF-X7V,Oasa,,-0.62
BQ0-UU,Oasa,,-0.61
3-JG3X,Oasa,,-0.54
GK3-RX,Oasa,,-0.49
1P-QWR,Oasa,,-0.61
FJ-GUR,Oasa,,-0.38
UGR-J2,Oasa,,-0.68
QZ-DIZ,Oasa,,-0.53
Y-0HVF,Oasa,,-0.75
21M1-B,Oasa,,-0.51
KED-2O,Oasa,,-0.85
U-RELP,Oasa,,-0.79
IAMJ-Q,Oasa,,-1.00
E6Q-LE,Oasa,,-0.72
HO4E-Q,Oasa,,-0.65
QY2Y-N,Oasa,,-0.83
X-9ZZR,Oasa,,-0.88
RO-AIQ,Oasa,,-0.98
VZEG-B,Oasa,,-0.47
P-ZWKH,Oasa,,-1.00
9G5J-1,Oasa,,-0.03
B-ETDW,Oasa,,-0.04
0PU2-R,Oasa,,-0.20
XM-RMD,Oasa,,-0.33
91-KD8,Oasa,,-0.27
OZ-DS5,Oasa,,-0.94
LA2-KV,Oasa,,-0.21
WW-OVQ,Oasa,,-0.13
S7WI-F,Oasa,,-0.36
1-BK1Q,Oasa,,-0.60
X-CYNC,Oasa,,-0.50
RJBC-I,Oasa,,-0.77
H-MHWF,Oasa,,-0.22
PND-SI,Oasa,,-0.18
XKM-DE,Oasa,,-0.07
JXQJ-B,Oasa,,-0.26
Y-BIPM,Oasa,,-0.25
QYT-X8,Oasa,,-0.26
5-IH57,Oasa,,-0.28
MHC-R3,Syndicate,17,-0.03
F67E-Q,Syndicate,18,-0.02
6E-578,Syndicate,18,-0.05
Poitot,Syndicate,17,-0.02
ZVN5-H,Syndicate,19,-0.08
ATY-2U,Syndicate,19,-0.07
X-BV98,Syndicate,16,-0.04
2X-PQG,Syndicate,18,-0.06
FD-MLJ,Syndicate,15,-0.04
PF-346,Syndicate,14,-0.35
X-M2LR,Syndicate,16,-0.13
K5-JRD,Syndicate,17,-0.09
6-CZ49,Syndicate,17,-0.16
EZA-FM,Syndicate,18,-0.16
8-JYPM,Syndicate,19,-0.15
PVH8-0,Syndicate,18,-0.10
M2-CF1,Syndicate,20,-0.14
JH-M2W,Syndicate,19,-0.12
PC9-AY,Syndicate,20,-0.16
T22-QI,Syndicate,21,-0.17
X-PYH5,Syndicate,21,-0.20
ZN0-SR,Syndicate,22,-0.23
5-DSFH,Syndicate,23,-0.27
AK-QBU,Syndicate,23,-0.31
QWF-6P,Syndicate,20,-0.13
AAS-8R,Syndicate,20,-0.09
V4-L0X,Syndicate,20,-0.07
PFP-GU,Syndicate,20,-0.05
0EK-NJ,Syndicate,19,-0.06
1-NKVT,Syndicate,21,-0.16
UM-Q7F,Syndicate,18,-0.05
T-LIWS,Syndicate,19,-0.07
KTHT-O,Syndicate,21,-0.05
97X-CH,Syndicate,21,-0.20
5-T0PZ,Syndicate,22,-0.28
6R-PWU,Syndicate,23,-0.27
2Q-I6Q,Syndicate,22,-0.14
A-ZLHX,Syndicate,23,-0.33
UTKS-5,Syndicate,23,-0.37
Y9G-KS,Syndicate,22,-0.38
I-YGGI,Syndicate,24,-0.20
VV-VCR,Syndicate,21,-0.17
5-75MB,Syndicate,22,-0.16
IIRH-G,Syndicate,22,-0.26
35-RK9,Syndicate,23,-0.25
XS-XAY,Syndicate,24,-0.34
DP34-U,Syndicate,25,-0.36
617I-I,Syndicate,25,-0.27
6-U2M8,Syndicate,25,-0.33
I0AB-R,Syndicate,26,-0.25
MXYS-8,Syndicate,26,-0.39
A-3ES3,Syndicate,27,-0.23
8V-SJJ,Syndicate,18,-0.05
5-FGQI,Syndicate,19,-0.03
3KNK-A,Syndicate,19,-0.01
TXW-EI,Syndicate,20,-0.01
3MOG-V,Syndicate,21,0.00
NG-C6Y,Syndicate,21,0.00
XYY-IA,Syndicate,22,-0.01
BMNV-P,Syndicate,17,-0.18
BY-S36,Syndicate,18,-0.02
31-MLU,Syndicate,18,-0.17
0LTQ-C,Syndicate,19,-0.22
A9D-R0,Syndicate,18,-0.09
2P-4LS,Syndicate,20,-0.12
RF-GGF,Syndicate,18,-0.25
LSC4-P,Syndicate,20,-0.31
A-SJ8X,Syndicate,21,-0.09
10UZ-P,Syndicate,21,-0.13
EN-VOD,Syndicate,22,-0.03
9GYL-O,Syndicate,22,-0.05
VLGD-R,Syndicate,23,-0.02
S-GKKR,Syndicate,23,-0.02
9U-TTJ,Syndicate,22,-0.24
Y-W6GF,Syndicate,22,-0.01
KFR-ZE,Syndicate,23,-0.01
KLYN-8,Syndicate,23,-0.01
D85-VD,Syndicate,24,-0.02
5-VKCN,Syndicate,24,-0.02
U0V6-T,Syndicate,24,-0.01
5KS-AB,Syndicate,23,0.00
0T-AMZ,Syndicate,22,-0.01
57-YRU,Syndicate,23,-0.01
4L-E5P,Syndicate,24,-0.01
UFXF-C,Syndicate,25,-0.01
RLL-9R,Syndicate,25,-0.01
51-5XG,Syndicate,26,-0.01
EF-F36,Syndicate,22,-0.03
3-IN0V,Syndicate,23,-0.03
Z-QENW,Syndicate,24,-0.04
D-B7YK,Syndicate,24,-0.05
DUV-5Y,Syndicate,23,-0.03
GRNJ-3,Syndicate,23,-0.03
VSIG-K,Syndicate,24,0.00
RSS-KA,Syndicate,25,-0.01
CIS-7X,Syndicate,26,-0.01
DCHR-L,Syndicate,26,-0.01
EU0I-T,Syndicate,26,-0.01
4-JWWQ,Syndicate,26,-0.02
G-6SXJ,Syndicate,27,-0.01
S-U8A4,Syndicate,26,-0.45
ZV-72W,Syndicate,27,-0.42
2G38-I,Syndicate,27,-0.41
CY-ZLP,Syndicate,28,-0.35
U4-Q2V,Syndicate,28,-0.38
98Q-8O,Syndicate,27,-0.39
Arlulf,Metropolis,7,0.96
Brundakur,Metropolis,7,0.89
Stirht,Metropolis,6,0.92
Illuin,Metropolis,5,0.91
Nedegulf,Metropolis,8,0.77
Aldilur,Metropolis,6,0.91
Alf,Metropolis,6,0.95
Eust,Metropolis,12,0.68
Flost,Metropolis,13,0.73
Todrir,Metropolis,13,0.97
Asgeir,Metropolis,12,0.74
Evuldgenzo,Metropolis,12,0.71
Ongund,Metropolis,11,0.63
Jondik,Metropolis,12,0.85
Olbra,Metropolis,11,0.94
Altrinur,Metropolis,12,0.77
Vilur,Metropolis,13,0.85
Reset,Metropolis,13,0.73
Eygfe,Metropolis,13,0.70
Eiluvodi,Metropolis,11,0.78
Freatlidur,Metropolis,11,0.83
Roleinn,Metropolis,10,0.91
Maturat,Metropolis,9,0.76
Bongveber,Metropolis,10,0.91
Anbald,Metropolis,11,0.70
Vorsk,Metropolis,10,0.60
Hjortur,Metropolis,4,0.86
Egbonbet,Metropolis,5,0.89
Totkubad,Metropolis,5,0.87
Meimungen,Metropolis,6,0.91
Agtver,Metropolis,6,0.88
Datulen,Metropolis,6,0.86
Situner,Metropolis,7,0.84
Tamekamur,Metropolis,6,0.89
Evettullur,Metropolis,5,0.79
Leurtmar,Metropolis,6,0.96
Ryddinjorn,Metropolis,7,1.00
Arlek,Metropolis,8,0.96
Elgoi,Metropolis,9,0.89
Eram,Metropolis,10,0.78
Yrmori,Metropolis,11,0.64
Aldagolf,Metropolis,11,0.57
Aldrat,Metropolis,14,0.62
Urnhard,Metropolis,15,0.65
Hardbako,Metropolis,15,0.73
Erstur,Metropolis,15,0.58
Fredagod,Metropolis,15,0.82
Libold,Metropolis,16,0.56
Wirdalen,Metropolis,14,0.59
Nein,Metropolis,15,0.54
Enden,Metropolis,15,0.39
Erstet,Metropolis,16,0.45
Anstard,Metropolis,15,0.50
Osvestmunnur,Metropolis,14,0.51
Hilfhurmur,Metropolis,8,0.79
Geffur,Metropolis,8,0.71
Oppold,Metropolis,7,0.67
Tratokard,Metropolis,6,0.63
Lumegen,Metropolis,7,0.58
Gedugaud,Metropolis,7,0.74
Polstodur,Metropolis,14,0.84
Hebisa,Metropolis,15,0.88
Tollus,Metropolis,15,0.79
Ogoten,Metropolis,16,0.71
Earled,Metropolis,16,0.80
Aderkan,Metropolis,17,0.59
Ansher,Metropolis,16,0.88
Earwik,Metropolis,12,0.60
Finanar,Metropolis,13,0.53
Moselgi,Metropolis,13,0.67
Mateber,Metropolis,14,0.35
Iluin,Metropolis,13,0.74
Ofage,Metropolis,14,0.29
Josekorn,Metropolis,8,0.64
Nifflung,Metropolis,9,0.75
Hakeri,Metropolis,10,0.72
Oraekja,Metropolis,11,0.68
Dantbeinn,Metropolis,9,0.73
Irgrus,Metropolis,11,0.67
Orduin,Metropolis,10,0.76
Engosi,Metropolis,11,0.78
Atonder,Metropolis,12,0.83
Hotrardik,Metropolis,11,0.74
Ridoner,Metropolis,11,0.72
Klaevik,Metropolis,12,0.61
Lirerim,Metropolis,12,0.61
Offikatlin,Metropolis,13,0.42
Diromitur,Metropolis,13,0.47
Eldjaerin,Metropolis,14,0.56
Erlendur,Metropolis,14,0.45
Aldik,Metropolis,15,0.74
Tabbetzur,Metropolis,14,0.27
Eurgrana,Metropolis,16,0.42
Frulegur,Metropolis,15,0.43
Hroduko,Metropolis,16,0.71
Hodrold,Metropolis,17,0.60
Odebeinn,Metropolis,18,0.31
Konora,Metropolis,18,0.41
Erindur,Metropolis,17,0.60
Fahruni,Domain,13,0.52
Sahda,Domain,11,0.42
Naguton,Domain,10,0.31
Ealur,Domain,12,0.45
Shajarleg,Domain,12,0.35
Basan,Domain,13,0.30
Akila,Domain,14,0.33
Amod,Domain,15,0.30
Unefsih,Domain,16,0.39
Mista,Domain,14,0.54
Valmu,Domain,17,0.22
Sibot,Domain,16,0.17
Andabiar,Domain,15,0.61
Kheram,Domain,15,0.36
Arbaz,Domain,9,0.91
Penirgman,Domain,9,0.86
Chaven,Domain,9,1.00
Khopa,Domain,10,0.81
Ashab,Domain,8,0.91
Orkashu,Domain,10,0.83
Youl,Domain,11,0.84
Ekid,Domain,12,0.74
Raravoss,Domain,13,0.65
Nakri,Domain,12,0.81
Zaimeth,Domain,13,0.52
Sharhelund,Domain,12,0.57
Mai,Domain,14,0.43
Sharji,Domain,9,0.77
Kudi,Domain,8,0.70
Bahromab,Domain,7,0.57
Madirmilire,Domain,7,0.60
Niarja,Domain,6,0.54
Fabum,Domain,9,0.71
Saana,Domain,8,0.55
Teshi,Domain,9,0.87
Sayartchen,Domain,9,0.79
Gosalav,Domain,10,0.74
Sorzielang,Domain,10,0.82
Somouh,Domain,10,0.87
Abaim,Domain,10,0.80
Ides,Domain,12,0.80
Yeeramoun,Domain,11,0.81
Anila,Domain,12,0.65
Pedel,Domain,13,0.65
Etav,Domain,12,0.76
Saheri,Domain,13,0.52
Lahnina,Domain,13,0.67
Mahrokht,Domain,12,0.86
Alkabsi,Domain,11,0.66
Sarum Prime,Domain,10,1.00
Hama,Domain,11,0.84
Irnal,Domain,11,0.95
Bagodan,Domain,12,0.72
Murzi,Domain,13,0.62
Chesoh,Domain,12,0.88
Herila,Domain,13,0.82
Chemilip,Domain,14,0.61
Raravath,Domain,15,0.44
Hisoufad,Domain,13,0.65
Jesoyeh,Domain,15,0.69
Hahda,Domain,13,0.64
Namaili,Domain,16,0.38
Afivad,Domain,13,0.52
Uzigh,Domain,14,0.64
Erzoh,Domain,16,0.48
Merz,Domain,13,0.66
Miakie,Domain,14,0.48
Sirkahri,Domain,14,0.53
Faswiba,Domain,14,0.35
Hayumtom,Domain,15,0.46
Zanka,Domain,16,0.38
Galeh,Domain,15,0.45
Yuhelia,Domain,14,0.80
Maiah,Domain,15,0.80
Hamse,Domain,16,0.86
Barira,Domain,13,0.82
Lashkai,Domain,16,0.92
Zhilshinou,Domain,17,0.90
Jaswelu,Domain,16,0.84
Ana,Domain,17,0.90
Warouh,Domain,16,0.53
Jambu,Domain,17,0.52
Bittanshal,Domain,17,0.48
Arton,Domain,17,0.43
Sieh,Domain,18,0.28
Madimal,Domain,16,0.65
Mamet,Domain,18,0.15
Hoshoun,Domain,19,0.09
Biphi,Domain,17,0.21
Ziriert,Domain,19,0.06
Misaba,Domain,19,0.06
Rephirib,Domain,19,0.10
Conomette,Solitude,23,0.30
Aimoguier,Solitude,24,0.18
Yveve,Solitude,24,0.35
Meunvon,Solitude,25,0.27
Cadelanne,Solitude,25,0.12
Elore,Solitude,25,0.22
Anckee,Solitude,26,0.25
Vevelonel,Solitude,27,0.12
Pertnineere,Solitude,23,0.44
Boystin,Solitude,24,0.52
Lour,Solitude,25,0.64
Maire,Solitude,26,0.69
Oerse,Solitude,25,0.62
Octanneve,Solitude,27,0.70
Larryn,Solitude,26,0.60
Niballe,Solitude,27,0.62
Postouvin,Solitude,28,0.66
Odinesyn,Solitude,29,0.65
Weraroix,Solitude,27,0.58
Sarline,Solitude,28,0.44
Aeter,Solitude,29,0.35
Gererique,Solitude,30,0.66
Harner,Solitude,29,0.13
Yvaeroure,Solitude,28,0.76
Vecodie,Solitude,27,0.79
Arasare,Solitude,26,0.81
Yvelet,Solitude,25,0.78
Lazer,Solitude,27,0.79
Stoure,Solitude,28,0.72
Heluene,Solitude,27,0.23
Arittant,Solitude,28,0.26
Oruse,Solitude,28,0.20
Hare,Solitude,27,0.17
Ogaria,Solitude,26,0.16
Faurulle,Solitude,25,0.10
Agaullores,Solitude,26,0.07
Babirmoult,Solitude,26,0.18
Ratillose,Solitude,28,0.37
Ondree,Solitude,29,0.53
Pochelympe,Solitude,30,0.62
Eggheron,Solitude,31,0.52
Toustain,Solitude,31,0.41
Straloin,Solitude,30,0.21
H1-ESN,Tenal,25,-0.12
3DR-CR,Tenal,24,-0.12
RLTG-3,Tenal,23,-0.06
S-EVIQ,Tenal,22,-0.05
EOY-BG,Tenal,21,-0.07
PNS7-J,Tenal,23,-0.05
IG-ZAM,Tenal,22,-0.07
0-UVHJ,Tenal,23,-0.08
NCG-PW,Tenal,23,-0.11
1QH-0K,Tenal,24,-0.07
ZH3-BS,Tenal,25,-0.09
ZJ-QOO,Tenal,26,-0.21
ZXA-V6,Tenal,27,-0.30
I1-BE8,Tenal,27,-0.21
W8O-19,Tenal,25,-0.11
U1TX-A,Tenal,24,-0.11
1BWK-S,Tenal,25,-0.22
KMV-CQ,Tenal,25,-0.08
RKE-CP,Tenal,25,-0.21
NV-3KA,Tenal,26,-0.12
S-1LIO,Tenal,26,-0.10
S-KSWL,Tenal,24,-0.43
5-O8B1,Tenal,25,-0.30
R-YWID,Tenal,25,-0.74
30-D5G,Tenal,26,-0.95
HB-FSO,Tenal,26,-0.64
J1-KJP,Tenal,25,-0.65
KW-1MV,Tenal,26,-0.30
G06-8Y,Tenal,26,-0.31
U-O2DA,Tenal,27,-0.20
WV-0R2,Tenal,27,-0.82
SZ6-TA,Tenal,27,-0.23
6-AOLS,Tenal,27,-0.49
IKTD-P,Tenal,27,-0.50
33CE-7,Tenal,28,-0.38
L-P3XM,Tenal,28,-0.44
DCJ-ZT,Tenal,26,-0.14
O36A-P,Tenal,27,-0.08
Z-LO6I,Tenal,28,-0.22
0M-103,Tenal,29,-0.32
6OYQ-Z,Tenal,29,-0.21
HE5T-A,Tenal,30,-0.33
A-1IJ9,Tenal,24,-0.22
Y-YHZQ,Tenal,23,-0.41
Z-SR1I,Tenal,23,-0.62
GW7P-8,Tenal,22,-0.68
SF-XJS,Tenal,23,-0.31
A1RR-M,Tenal,22,-0.85
AR-5SY,Tenal,22,-0.94
OE-4HB,Tenal,21,-1.00
ZK-YQ3,Tenal,28,-0.39
MZPH-W,Tenal,29,-0.38
W0X-MG,Tenal,30,-0.27
JI-1UQ,Tenal,30,-0.38
EN-GTB,Tenal,29,-0.32
U5-XW7,Tenal,30,-0.44
JSI-LL,Tenal,31,-0.50
M-UC0S,Tenal,32,-0.64
V7-MID,Tenal,32,-0.91
